,Genome ID,Genome Name,Species,Strain,Label,Date Inserted,Host Health,Disease,Isolation Source,Isolation Comments,Other Clinical,Comments,GenBank Accessions,NCBI Taxon ID
137,102148.3,Solobacterium moorei strain AF18-46,Solobacterium moorei,AF18-46,NHP,2018-10-02T09:45:14.729Z,,,feces,,,"Reference genomes of the gut microbiota are essential for metagenomic analysis, functional characterization, and pan-genome analysis. A culturable genome reference (CGR) was built to improve mapping rates for metagenomic analysis, as well as enable functional characterization and pan-genome analysis to human gut microbiota.",QRWX01000000,102148
138,61171.3,Holdemania filiformis strain AF24-29,Holdemania filiformis,AF24-29,NHP,2018-10-02T09:38:54.574Z,,,feces,,,"Reference genomes of the gut microbiota are essential for metagenomic analysis, functional characterization, and pan-genome analysis. A culturable genome reference (CGR) was built to improve mapping rates for metagenomic analysis, as well as enable functional characterization and pan-genome analysis to human gut microbiota.",QRUP01000000,61171
139,39486.18,Dorea formicigenerans strain AF19-4AC,Dorea formicigenerans,AF19-4AC,NHP,2018-10-02T09:37:59.717Z,,,feces,,,"Reference genomes of the gut microbiota are essential for metagenomic analysis, functional characterization, and pan-genome analysis. A culturable genome reference (CGR) was built to improve mapping rates for metagenomic analysis, as well as enable functional characterization and pan-genome analysis to human gut microbiota.",QRWH01000000,39486
140,1398.106,Bacillus coagulans strain AF24-19,Bacillus coagulans,AF24-19,NHP,2018-10-02T09:35:22.609Z,,,feces,,,"Reference genomes of the gut microbiota are essential for metagenomic analysis, functional characterization, and pan-genome analysis. A culturable genome reference (CGR) was built to improve mapping rates for metagenomic analysis, as well as enable functional characterization and pan-genome analysis to human gut microbiota.",QRUW01000000,1398
141,2292239.3,Olsenella sp. AF21-51,Olsenella sp. AF21-51,AF21-51,NHP,2018-10-02T09:33:17.181Z,,,feces,,,"Reference genomes of the gut microbiota are essential for metagenomic analysis, functional characterization, and pan-genome analysis. A culturable genome reference (CGR) was built to improve mapping rates for metagenomic analysis, as well as enable functional characterization and pan-genome analysis to human gut microbiota.",QRVQ01000000,2292239
142,1492.152,Clostridium butyricum strain AF25-25,Clostridium butyricum,AF25-25,NHP,2018-10-02T09:31:16.913Z,,,feces,,,"Reference genomes of the gut microbiota are essential for metagenomic analysis, functional characterization, and pan-genome analysis. A culturable genome reference (CGR) was built to improve mapping rates for metagenomic analysis, as well as enable functional characterization and pan-genome analysis to human gut microbiota.",QRUG01000000,1492
143,301301.18,Roseburia hominis strain AF22-12AC,Roseburia hominis,AF22-12AC,NHP,2018-10-02T09:27:47.799Z,,,feces,,,"Reference genomes of the gut microbiota are essential for metagenomic analysis, functional characterization, and pan-genome analysis. A culturable genome reference (CGR) was built to improve mapping rates for metagenomic analysis, as well as enable functional characterization and pan-genome analysis to human gut microbiota.",QRVL01000000,301301
144,208479.15,"""[Clostridium] bolteae strain AF24-13""",Enterocloster bolteae,AF24-13,NHP,2018-10-02T09:27:37.682Z,,,feces,,,"Reference genomes of the gut microbiota are essential for metagenomic analysis, functional characterization, and pan-genome analysis. A culturable genome reference (CGR) was built to improve mapping rates for metagenomic analysis, as well as enable functional characterization and pan-genome analysis to human gut microbiota.",QRUZ01000000,208479
145,310298.11,Bacteroides coprocola strain AF24-2,Bacteroides coprocola,AF24-2,NHP,2018-10-02T09:27:20.775Z,,,feces,,,"Reference genomes of the gut microbiota are essential for metagenomic analysis, functional characterization, and pan-genome analysis. A culturable genome reference (CGR) was built to improve mapping rates for metagenomic analysis, as well as enable functional characterization and pan-genome analysis to human gut microbiota.",QRUU01000000,310298
146,2292235.3,Mitsuokella sp. AF21-1AC,Mitsuokella sp. AF21-1AC,AF21-1AC,NHP,2018-10-02T09:27:12.155Z,,,feces,,,"Reference genomes of the gut microbiota are essential for metagenomic analysis, functional characterization, and pan-genome analysis. A culturable genome reference (CGR) was built to improve mapping rates for metagenomic analysis, as well as enable functional characterization and pan-genome analysis to human gut microbiota.",QRVW01000000,2292235
147,33043.110,Coprococcus eutactus strain AF22-21,Coprococcus eutactus,AF22-21,NHP,2018-10-02T09:26:15.372Z,,,feces,,,"Reference genomes of the gut microbiota are essential for metagenomic analysis, functional characterization, and pan-genome analysis. A culturable genome reference (CGR) was built to improve mapping rates for metagenomic analysis, as well as enable functional characterization and pan-genome analysis to human gut microbiota.",QRVK01000000,33043
148,491921.4,Megamonas rupellensis strain AF29-2,Megamonas rupellensis,AF29-2,NHP,2018-10-02T09:09:40.202Z,,,feces,,,"Reference genomes of the gut microbiota are essential for metagenomic analysis, functional characterization, and pan-genome analysis. A culturable genome reference (CGR) was built to improve mapping rates for metagenomic analysis, as well as enable functional characterization and pan-genome analysis to human gut microbiota.",QRST01000000,491921
149,100884.3,Coprobacillus cateniformis strain OM02-5,Coprobacillus cateniformis,OM02-5,NHP,2018-10-02T05:34:32.668Z,,,feces,,,"Reference genomes of the gut microbiota are essential for metagenomic analysis, functional characterization, and pan-genome analysis. A culturable genome reference (CGR) was built to improve mapping rates for metagenomic analysis, as well as enable functional characterization and pan-genome analysis to human gut microbiota.",QSVG01000000,100884
150,574930.3,Parabacteroides gordonii strain OM02-37,Parabacteroides gordonii,OM02-37,NHP,2018-10-02T05:27:08.770Z,,,feces,,,"Reference genomes of the gut microbiota are essential for metagenomic analysis, functional characterization, and pan-genome analysis. A culturable genome reference (CGR) was built to improve mapping rates for metagenomic analysis, as well as enable functional characterization and pan-genome analysis to human gut microbiota.",QSWF01000000,574930
151,371601.56,Bacteroides xylanisolvens strain TF10-34,Bacteroides xylanisolvens,TF10-34,NHP,2018-10-02T05:20:59.952Z,,,feces,,,"Reference genomes of the gut microbiota are essential for metagenomic analysis, functional characterization, and pan-genome analysis. A culturable genome reference (CGR) was built to improve mapping rates for metagenomic analysis, as well as enable functional characterization and pan-genome analysis to human gut microbiota.",QSQU01000000,371601
152,29348.8,"""[Clostridium] spiroforme strain OM02-6""",[Clostridium] spiroforme,OM02-6,NHP,2018-10-02T05:09:49.422Z,,,feces,,,"Reference genomes of the gut microbiota are essential for metagenomic analysis, functional characterization, and pan-genome analysis. A culturable genome reference (CGR) was built to improve mapping rates for metagenomic analysis, as well as enable functional characterization and pan-genome analysis to human gut microbiota.",QSVF01000000,29348
153,28025.35,Bifidobacterium animalis strain OM05-7AA,Bifidobacterium animalis,OM05-7AA,NHP,2018-10-02T05:01:22.153Z,,,feces,,,"Reference genomes of the gut microbiota are essential for metagenomic analysis, functional characterization, and pan-genome analysis. A culturable genome reference (CGR) was built to improve mapping rates for metagenomic analysis, as well as enable functional characterization and pan-genome analysis to human gut microbiota.",QSUF01000000,28025
154,626931.14,Bacteroides oleiciplenus strain OM05-15BH,Bacteroides oleiciplenus,OM05-15BH,NHP,2018-10-02T04:55:03.920Z,,,feces,,,"Reference genomes of the gut microbiota are essential for metagenomic analysis, functional characterization, and pan-genome analysis. A culturable genome reference (CGR) was built to improve mapping rates for metagenomic analysis, as well as enable functional characterization and pan-genome analysis to human gut microbiota.",QSUL01000000,626931
155,84112.33,Eggerthella lenta strain TF05-26B-4,Eggerthella lenta,TF05-26B-4,NHP,2018-10-02T04:52:59.254Z,,,feces,,,"Reference genomes of the gut microbiota are essential for metagenomic analysis, functional characterization, and pan-genome analysis. A culturable genome reference (CGR) was built to improve mapping rates for metagenomic analysis, as well as enable functional characterization and pan-genome analysis to human gut microbiota.",QSSL01000000,84112
156,1624.196,Lactobacillus salivarius strain OM08-20,Lactobacillus salivarius,OM08-20,NHP,2018-10-02T04:52:56.642Z,,,feces,,,"Reference genomes of the gut microbiota are essential for metagenomic analysis, functional characterization, and pan-genome analysis. A culturable genome reference (CGR) was built to improve mapping rates for metagenomic analysis, as well as enable functional characterization and pan-genome analysis to human gut microbiota.",QSTB01000000,1624
157,28026.139,Bifidobacterium pseudocatenulatum strain OM10-8,Bifidobacterium pseudocatenulatum,OM10-8,NHP,2018-10-02T04:42:54.318Z,,,feces,,,"Reference genomes of the gut microbiota are essential for metagenomic analysis, functional characterization, and pan-genome analysis. A culturable genome reference (CGR) was built to improve mapping rates for metagenomic analysis, as well as enable functional characterization and pan-genome analysis to human gut microbiota.;many frameshifted proteins",QSSY01000000,28026
158,28130.4,Prevotella disiens strain TF09-12,Prevotella disiens,TF09-12,NHP,2018-10-02T04:36:13.048Z,,,feces,,,"Reference genomes of the gut microbiota are essential for metagenomic analysis, functional characterization, and pan-genome analysis. A culturable genome reference (CGR) was built to improve mapping rates for metagenomic analysis, as well as enable functional characterization and pan-genome analysis to human gut microbiota.",QSRD01000000,28130
159,1406.160,Paenibacillus polymyxa strain TF07-21-d,Paenibacillus polymyxa,TF07-21-d,NHP,2018-10-02T04:31:03.277Z,,,feces,,,"Reference genomes of the gut microbiota are essential for metagenomic analysis, functional characterization, and pan-genome analysis. A culturable genome reference (CGR) was built to improve mapping rates for metagenomic analysis, as well as enable functional characterization and pan-genome analysis to human gut microbiota.;many frameshifted proteins",QSRT01000000,1406
160,165179.400,Prevotella copri strain TF06-40,Prevotella copri,TF06-40,NHP,2018-10-02T04:30:33.017Z,,,feces,,,"Reference genomes of the gut microbiota are essential for metagenomic analysis, functional characterization, and pan-genome analysis. A culturable genome reference (CGR) was built to improve mapping rates for metagenomic analysis, as well as enable functional characterization and pan-genome analysis to human gut microbiota.",QSSA01000000,165179
161,437897.10,Megamonas funiformis strain TM04-24,Megamonas funiformis,TM04-24,NHP,2018-10-02T04:29:49.620Z,,,feces,,,"Reference genomes of the gut microbiota are essential for metagenomic analysis, functional characterization, and pan-genome analysis. A culturable genome reference (CGR) was built to improve mapping rates for metagenomic analysis, as well as enable functional characterization and pan-genome analysis to human gut microbiota.",QSPX01000000,437897
162,1720294.6,Eisenbergiella massiliensis strain TF05-5AC,Eisenbergiella massiliensis,TF05-5AC,NHP,2018-10-02T04:27:21.397Z,,,feces,,,"Reference genomes of the gut microbiota are essential for metagenomic analysis, functional characterization, and pan-genome analysis. A culturable genome reference (CGR) was built to improve mapping rates for metagenomic analysis, as well as enable functional characterization and pan-genome analysis to human gut microbiota.",QVLV01000000,1720294
163,329854.53,Bacteroides intestinalis strain TF12-32,Bacteroides intestinalis,TF12-32,NHP,2018-10-02T04:21:37.491Z,,,feces,,,"Reference genomes of the gut microbiota are essential for metagenomic analysis, functional characterization, and pan-genome analysis. A culturable genome reference (CGR) was built to improve mapping rates for metagenomic analysis, as well as enable functional characterization and pan-genome analysis to human gut microbiota.",QSQI01000000,329854
164,626935.4,Collinsella tanakaei strain TF08-14,Collinsella tanakaei,TF08-14,NHP,2018-10-02T04:20:59.491Z,,,feces,,,"Reference genomes of the gut microbiota are essential for metagenomic analysis, functional characterization, and pan-genome analysis. A culturable genome reference (CGR) was built to improve mapping rates for metagenomic analysis, as well as enable functional characterization and pan-genome analysis to human gut microbiota.",QSRJ01000000,626935
165,46228.7,Ruminococcus lactaris strain TF11-7,[Ruminococcus] lactaris,TF11-7,NHP,2018-10-02T04:16:23.199Z,,,feces,,,"Reference genomes of the gut microbiota are essential for metagenomic analysis, functional characterization, and pan-genome analysis. A culturable genome reference (CGR) was built to improve mapping rates for metagenomic analysis, as well as enable functional characterization and pan-genome analysis to human gut microbiota.",QSQN01000000,46228
166,2305243.3,Desulfotomaculum sp. OF05-3,Desulfotomaculum sp. OF05-3,OF05-3,NHP,2018-10-02T04:15:20.048Z,,,feces,,,"Reference genomes of the gut microbiota are essential for metagenomic analysis, functional characterization, and pan-genome analysis. A culturable genome reference (CGR) was built to improve mapping rates for metagenomic analysis, as well as enable functional characterization and pan-genome analysis to human gut microbiota.",QWGO01000000,2305243
167,169435.15,Anaerotruncus colihominis strain TF05-12AC,Anaerotruncus colihominis,TF05-12AC,NHP,2018-10-02T04:13:13.624Z,,,feces,,,"Reference genomes of the gut microbiota are essential for metagenomic analysis, functional characterization, and pan-genome analysis. A culturable genome reference (CGR) was built to improve mapping rates for metagenomic analysis, as well as enable functional characterization and pan-genome analysis to human gut microbiota.",QVME01000000,169435
168,2292992.3,Catenibacterium sp. AM22-6LB,Catenibacterium sp. AM22-6LB,AM22-6LB,NHP,2018-10-02T04:03:28.009Z,,,feces,,,"Reference genomes of the gut microbiota are essential for metagenomic analysis, functional characterization, and pan-genome analysis. A culturable genome reference (CGR) was built to improve mapping rates for metagenomic analysis, as well as enable functional characterization and pan-genome analysis to human gut microbiota.",QTUM01000000,2292992
169,1628085.4,Agathobaculum butyriciproducens strain OF09-27,Agathobaculum butyriciproducens,OF09-27,NHP,2018-10-02T03:46:30.139Z,,,feces,,,"Reference genomes of the gut microbiota are essential for metagenomic analysis, functional characterization, and pan-genome analysis. A culturable genome reference (CGR) was built to improve mapping rates for metagenomic analysis, as well as enable functional characterization and pan-genome analysis to human gut microbiota.",QVFE01000000,1628085
170,2302960.3,Subdoligranulum sp. AM16-9,Subdoligranulum sp. AM16-9,AM16-9,NHP,2018-10-02T03:37:13.363Z,,,feces,,,"Reference genomes of the gut microbiota are essential for metagenomic analysis, functional characterization, and pan-genome analysis. A culturable genome reference (CGR) was built to improve mapping rates for metagenomic analysis, as well as enable functional characterization and pan-genome analysis to human gut microbiota.",QVGL01000000,2302960
171,2292942.3,Bacteroides sp. AM23-12,Bacteroides sp. AM23-12,AM23-12,NHP,2018-10-02T03:33:50.074Z,,,feces,,,"Reference genomes of the gut microbiota are essential for metagenomic analysis, functional characterization, and pan-genome analysis. A culturable genome reference (CGR) was built to improve mapping rates for metagenomic analysis, as well as enable functional characterization and pan-genome analysis to human gut microbiota.",QTLF01000000,2292942
172,116085.6,Coprococcus catus strain AM28-39,Coprococcus catus,AM28-39,NHP,2018-10-02T03:23:52.038Z,,,feces,,,"Reference genomes of the gut microbiota are essential for metagenomic analysis, functional characterization, and pan-genome analysis. A culturable genome reference (CGR) was built to improve mapping rates for metagenomic analysis, as well as enable functional characterization and pan-genome analysis to human gut microbiota.",QVFD01000000,116085
173,358743.5,"""[Clostridium] citroniae strain AF29-4""",Enterocloster citroniae,AF29-4,NHP,2018-10-02T03:16:30.806Z,,,feces,,,"Reference genomes of the gut microbiota are essential for metagenomic analysis, functional characterization, and pan-genome analysis. A culturable genome reference (CGR) was built to improve mapping rates for metagenomic analysis, as well as enable functional characterization and pan-genome analysis to human gut microbiota.",QVET01000000,358743
174,1522.26,"""[Clostridium] innocuum strain OF01-2LB""",[Clostridium] innocuum,OF01-2LB,NHP,2018-10-02T03:15:18.289Z,,,feces,,,"Reference genomes of the gut microbiota are essential for metagenomic analysis, functional characterization, and pan-genome analysis. A culturable genome reference (CGR) was built to improve mapping rates for metagenomic analysis, as well as enable functional characterization and pan-genome analysis to human gut microbiota.",QVEV01000000,1522
175,1531.18,"""[Clostridium] clostridioforme strain AM07-19""",Enterocloster clostridioformis,AM07-19,NHP,2018-10-02T03:10:48.848Z,,,feces,,,"Reference genomes of the gut microbiota are essential for metagenomic analysis, functional characterization, and pan-genome analysis. A culturable genome reference (CGR) was built to improve mapping rates for metagenomic analysis, as well as enable functional characterization and pan-genome analysis to human gut microbiota.",QVEN01000000,1531
176,1755241.3,Anaerococcus nagyae strain OF01-3,Anaerococcus nagyae,OF01-3,NHP,2018-10-02T03:08:49.570Z,,,feces,,,"Reference genomes of the gut microbiota are essential for metagenomic analysis, functional characterization, and pan-genome analysis. A culturable genome reference (CGR) was built to improve mapping rates for metagenomic analysis, as well as enable functional characterization and pan-genome analysis to human gut microbiota.",QVEU01000000,1755241
177,1849041.3,Harryflintia acetispora strain AM01-30,Harryflintia acetispora,AM01-30,NHP,2018-10-02T03:05:30.949Z,,,feces,,,"Reference genomes of the gut microbiota are essential for metagenomic analysis, functional characterization, and pan-genome analysis. A culturable genome reference (CGR) was built to improve mapping rates for metagenomic analysis, as well as enable functional characterization and pan-genome analysis to human gut microbiota.",QVEO01000000,1849041
178,1940789.4,Lactococcus petauri strain AM13-9,Lactococcus petauri,AM13-9,NHP,2018-10-02T03:04:37.751Z,,,feces,,,"Reference genomes of the gut microbiota are essential for metagenomic analysis, functional characterization, and pan-genome analysis. A culturable genome reference (CGR) was built to improve mapping rates for metagenomic analysis, as well as enable functional characterization and pan-genome analysis to human gut microbiota.",QVHV01000000,1940789
179,2291996.3,Absiella sp. AM22-9,Absiella sp. AM22-9,AM22-9,NHP,2018-10-02T03:03:19.721Z,,,feces,,,"Reference genomes of the gut microbiota are essential for metagenomic analysis, functional characterization, and pan-genome analysis. A culturable genome reference (CGR) was built to improve mapping rates for metagenomic analysis, as well as enable functional characterization and pan-genome analysis to human gut microbiota.",QVFG01000000,2291996
180,196024.23,Aeromonas dhakensis strain 17FW001,Aeromonas dhakensis,17FW001,HP,2018-10-02T02:19:48.114Z,Bloodstream infection,,blood,,host_disease_outcome:Death,We report a case that a young patient was infected by Aeromonas hydrophila and lead to death.,QUOJ01000000,196024
181,287.6393,Pseudomonas aeruginosa strain PABL060,Pseudomonas aeruginosa,PABL060,HP,2018-09-30T22:32:38.826Z,Bacteremia,,blood,,,Pseudomonas aeruginosa isolates collected from patients with bloodstream infections.,QVCJ01000000,287
182,2259133.3,Sutterellaceae bacterium 4NBBH2,Mesosutterella multiformis,4NBBH2,NHP,2018-09-30T21:02:06.697Z,,,fecal sample of a healthy Japanese woman,isolated from a fecal sample of a healthy Japanese woman,,"Strain 4NBBH2, which is an obligately anaerobic, non-pigmented, non-spore-forming, non-motile, Gram-stain-negative straight rods or coccobacilli, was isolated from a fecal sample of a healthy Japanese woman. Strain 4NBBH2T formed a monophyletic branch between the genera Parasutterella and Sutterella, with sequence similarity to Sutterella stercoricanis CCUG 47620T (92.6 %), followed by Sutterella wadsworthensis WAL 7877 (92.4 %), Sutterella parvirubra YIT 11816T (92.1 %) and Parasutterella secunda YIT 12071T (91.8 %). We analyzed the draft genome sequence of strain 4NBBH2.",BGZJ01000000,2259133
183,208224.44,Enterobacter kobei strain CRE71,Enterobacter kobei,CRE71,HP,2018-09-30T20:45:38.218Z,bacterial infectious disease,,blood,,,"Carbapenem-resistant Enterobacteriaceae (CRE) are emerging as a major health threat in North America. The mechanism of resistance to carbapenems has therapeutic and public health implications. The aim of this study was to comprehensively characterize the underlying mechanisms of carbapenem resistance in CRE isolates at a health system in Silicon Valley, California.",PXKA01000000,208224
184,244366.236,Klebsiella variicola strain BD_DM_32,Klebsiella variicola,BD_DM_32,HP,2018-09-30T16:56:31.518Z,,,blood,,,A clonal outbreak of multidrug resistant Klebsiella variicola in a neonatal unit in Bangladesh,QUAA01000000,244366
185,2050965.4,Proteus sp. CA142267,Proteus sp. CA142267,CA142267,HP,2018-09-29T23:11:33.607Z,,,secretion,,,Proteus sp. isolated from clinical sample,QPMG01000000,2050965
186,2130.20,Ureaplasma urealyticum strain 1000,Ureaplasma urealyticum,1000,HP,2018-09-29T19:41:52.872Z,isolate obtained from scrapings of the urogenital tract of a woman with inflammatory diseases of the reproductive organs,,urogenital tract,,,Ureaplasma urealyticum 1000 the multidrug-resistant clinical isolate obtained from scrapings of the urogenital tract of a woman with inflammatory diseases of the reproductive organs,QOKT01000000,2130
187,34038.11,Rahnella aquatilis strain DLL7529,Rahnella aquatilis,DLL7529,HP,2018-09-29T15:45:08.489Z,"Diarrhoea, Antibiotic-associated",,feces,,,Bacterial pathogens isolated from patients with C. difficile-negative AAD,PPSR01000000,34038
188,490.13,Neisseria sicca strain Neisseria meningitidis,Neisseria sicca,Neisseria meningitidis,NHP,2018-07-16T16:48:02.962Z,,,Nottingham,,host_health_state:healthy,"The study contains 542 isolates collected from University of Nottingham students in September, November and March of 2009-2010 and 2015-2016. The 2009-2010 carriage study contain 196 isolates of both serogroup B and Y strains. The 2015-2016 carriage study contains 346 isolates of various serogroups.",OADK01000000,490
189,83555.54,Chlamydia abortus strain Ab7,Chlamydia abortus,Ab7,HP,2018-07-16T16:28:51.109Z,,,,"isolated on the same ward, suggesting that diversification was largely facilitated via reassortment and sharing of genetic material within the localized A. baumannii population",host_health_state:infection,"We recently reported a dramatic increase in the prevalence of carbapenem-resistant Acinetobacter baumannii infections in the intensive care unit (ICU) of a Vietnamese hospital. This upsurge was associated with a specific oxa23-positive clone that was identified by multilocus VNTR analysis. Here, we used whole-genome sequence analysis to dissect the emergence of carbapenem-resistant A. baumannii causing ventilator-associated pneumonia (VAP) in the ICU during 2009–2012. To provide historical context and distinguish microevolution from strain introduction, we compared these genomes with those of A. baumannii asymptomatic carriage and VAP isolates from this same ICU collected during 2003–2007. We identified diverse lineages co-circulating over many years. Carbapenem resistance was associated with the presence of oxa23, oxa40, oxa58 and ndm1 genes in multiple lineages. The majority of resistant isolates were oxa23-positive global clone GC2; fine-scale phylogenomic analysis revealed five distinct GC2 sublineages within the ICU that had evolved locally via independent chromosomal insertions of oxa23 transposons. The increase in infections caused by carbapenem-resistant A. baumannii was associated with transposon-mediated transmission of a carbapenemase gene, rather than clonal expansion or spread of a carbapenemase-harbouring plasmid. Additionally, we found evidence of homologous recombination creating diversity within the local GC2 population, including several events resulting in replacement of the capsule locus. We identified likely donors of the imported capsule locus sequences amongst the A. baumannii isolated on the same ward, suggesting that diversification was largely facilitated via reassortment and sharing of genetic material within the localized A. baumannii population. http://www.sanger.ac.uk/resources/downloads/bacteria/ This data is part of a pre-publication release. For information on the proper use of pre-publication data shared by the Wellcome Trust Sanger Institute (including details of any publication moratoria), please see http://www.sanger.ac.uk/datasharing/;genome length too large",FPFL01000000,83555
190,1559.14,Clostridium tertium strain Gcol.A43,Clostridium tertium,Gcol.A43,HP,2018-07-16T11:12:43.361Z,,,Fecal samples of patients suffering diarrhea,,,"Three Colombian fecal isolates were identified as C. tertium (Gcol.A2 and Gcol.A43) and Clostridium paraputrificum (Gcol.A11), during a screening scheme for C. difficile. An inter- and intra-taxa comparative analysis was carried out, considering database genomes to determine their taxonomic relationships and main virulence factors.",QGMU01000000,1559
191,45073.6,Legionella quinlivanii strain ID143958,Legionella quinlivanii,ID143958,HP,2018-07-16T10:16:57.995Z,None,,bronchoalveolar lavage,,,Legionella quinlivanii strain isolated from patient,MVJN01000000,45073
192,1902580.3,Macrococcus epidermidis strain 01/688,Macrococcus epidermidis,01/688,HP,2018-07-16T09:12:35.356Z,,,skin smear,,,Macrococcus isolated from human clinical material,PZJH01000000,1902580
193,1903056.3,Macrococcus bohemicus strain 03/115,Macrococcus bohemicus,03/115,HP,2018-07-16T09:11:46.150Z,,,knee wound,isolated from human clinical material in Czech Republic,,Macrococcus isolated from human clinical material in Czech Republic.,PZJG01000000,1903056
194,87883.203,Burkholderia multivorans strain Bmul_CF170.5d,Burkholderia multivorans,Bmul_CF170.5d,HP,2018-07-16T08:42:28.135Z,cystic fibrosis,,sputum,,,"Cystic fibrosis (CF) is a common lethal genetic disorder that affects individuals of European descent and predisposes them to chronic lung infections. Among the organisms involved in these infections, bacteria from the Burkholderia cepacia complex (BCC) are often associated with poor clinical prognosis. This study examines how the most prevalent BCC species among CF patients, B. multivorans, evolves within a CF patient and identifies mutations underlying antibiotic resistance and adaptation to both the native CF lung and a non-CF lung allograft. We demonstrate that B. multivorans can diversify phenotypically and genetically within the CF lung, with a complex population structure underlying a chronic infection We noted that isolates collected after the patient was re-infected post-transplant were more closely related to descendants of the incident clone than to those recovered in the weeks prior to transplant. We used a genome-wide association method to identify genes associated with resistance to the β-lactam antibiotics: aztreonam and ceftazidime. Many of these variants were found in regions that show patterns of recombination (genetic exchange) between strains. We also found that genes which were mutated multiple times during overall infection were more likely to be found in regions showing signals consistent with recombination. The presence of multiple independent mutations in a gene is a very strong signal that the gene helps bacteria adapt to their environment. Overall, this study provides insight into how pathogens adapt to the host during long-term infections, specific genes associated with antibiotic resistance, and the origin of new and recurrent infections.",QLCW01000000,87883
195,102862.7,Proteus penneri strain ATCC 33519,Proteus penneri,ATCC 33519,HP,2018-07-15T15:14:53.156Z,,,Urine,,,Proteus spp. isolated from clinical and food samples,PHFJ01000000,102862
196,45972.49,Staphylococcus pasteuri strain 65WT,Staphylococcus pasteuri,65WT,HP,2018-05-31T00:16:38.178Z,,,,,,"S.pasteuri, isolated from blood culture of the patient of surgical unit General University Hospital in Prague, was used for in vitro vancomycin resistance development",PUEU01000000,45972
197,2135448.4,Nocardia sp. MDA0666,Nocardia sp. MDA0666,MDA0666,HP,2018-05-31T00:00:05.511Z,nocardiosis,,laboratory,,,Multiple pathogenic isolates of Nocardia nova and Nocardia cyriageorgica were adapted to trimethoprim-sulfamethoxazole using experimental evolution. Whole genome sequencing was used to identify mutations conferring resistance.,PYHT01000000,2135448
198,51288.11,Kluyvera ascorbata strain KA2,Kluyvera ascorbata,KA2,HP,2018-05-30T23:57:24.247Z,,,Rectal colonization,,,"The spread of beta-lactamases, which confer resistance to beta-lactam antibiotics, is a serious clinical and public health problem. Genotypic and functional characterization of beta-lactamases is critical. The curation of many of these medically-important enzymes has in the past been performed solely by Drs. Karen Bush, George Jacoby, and Timothy Palzkill and has been hosted at the Lahey Clinic. After discussion with the above experts and additional experts that initially convened at the ICAAC 2015 conference, NCBI is now hosting the data to ensure the long-term stability of this important resource. This project reflects gene transformed beta lactamases in a susceptible host.",PYHO01000000,51288
199,648995.20,Rhizobium pusense strain S1,Rhizobium pusense,S1,HP,2018-05-30T23:00:59.834Z,bloodstream infection,,bloodstream,,,"Case study on recurrent ambulatory central line-associated BSI in a pediatric patient with neuroblastoma, caused by two different strains of Rhizobium pusense.",PVWT01000000,648995
200,2041079.3,Enterobacter sp. HN503E2II,Enterobacter sp. HN503E2II,HN503E2II,HP,2018-05-30T16:33:45.348Z,,,nares,,,"The overarching aim of this project is set to estimate the prevalence and determine the phenotypic and genotypic characteristics including but not limited to the clonal relatedness, genetic diversity, virulence factors and resistance mechanisms of circulating methicillin resistant Staphylococcus aureus (MRSA) and extended spectrum beta-lactamase producing Enterobacteriaceae (ESBL-PE) in pigs and occupationally exposed humans in Cameroon and South Africa; this in order to improve knowledge about risks factors associated with the emergence and spread of MRSA and ESBL-PE as well as their zoonotic transmission in the food chain",PCFB01000000,2041079
201,1287735.6,Achromobacter insuavis strain 7393,Achromobacter insuavis,7393,HP,2018-05-30T16:12:16.197Z,,,sputum from cystic fibrosis patients,,,"Bacteria of genus Achromobacter are emerging pathogens in cystic fibrosis (CF) patients.However, the epidemiology and clinical impact patterns of these novel Achromobacter species in CF patients are still unknown.The aim of this study is understand the genomic organization of Achromobacter species",QENG01000000,1287735
202,1287738.3,Achromobacter dolens strain 4530,Achromobacter dolens,4530,HP,2018-05-30T16:12:00.571Z,,,sputum from cystic fibrosis patients,,,"Bacteria of genus Achromobacter are emerging pathogens in cystic fibrosis (CF) patients.However, the epidemiology and clinical impact patterns of these novel Achromobacter species in CF patients are still unknown.The aim of this study is understand the genomic organization of Achromobacter species",QENF01000000,1287738
203,732.128,Aggregatibacter aphrophilus strain PN_521,Aggregatibacter aphrophilus,PN_521,HP,2018-05-30T13:50:06.719Z,,,"Wound, finger","isolated from human clinical specimens by phenotype, matrix-assisted laser-desorption/ionization time-of-flight mass spectrometry and whole genome sequencing, and description of Aggregatibacter kilianii sp",,"Characterisation of Aggregatibacter species isolated from human clinical specimens by phenotype, matrix-assisted laser-desorption/ionization time-of-flight mass spectrometry and whole genome sequencing, and description of Aggregatibacter kilianii sp. nov",NRCY01000000,732
204,2025884.3,Aggregatibacter sp. PN_528,Aggregatibacter kilianii,PN_528,HP,2018-05-30T13:50:04.226Z,,,Abdominal abscess,"isolated from human clinical specimens by phenotype, matrix-assisted laser-desorption/ionization time-of-flight mass spectrometry and whole genome sequencing, and description of Aggregatibacter kilianii sp",,"Characterisation of Aggregatibacter species isolated from human clinical specimens by phenotype, matrix-assisted laser-desorption/ionization time-of-flight mass spectrometry and whole genome sequencing, and description of Aggregatibacter kilianii sp. nov",NRCN01000000,2025884
